ramp_PG_sa_lr1,ramp_PG_sa_lr0.1,ramp_A3C_sa_lr1,ramp_A3C_sa_lr0.1,ramp_A3C_sa_lr0.01,ramp_PPO_sa_lr5e-5,ramp_PG_ma_lr0.01,ramp_A3C_ma_lr0.01,ramp_PPO_ma_lr0.1,ramp_PPO_ma_lr5e-5,,,ramp_len100_pos300,ramp_len150_pos300,ramp_len200_pos300,ramp_len200_pos200,ramp_len200_pos250,ramp_len200_pos350,ramp_len250_pos300,ramp_turn
nan,nan,-24268.56807,-24114.0754,-24591.30185,nan,nan,-25333.83819,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24268.56807,-24114.0754,-24591.30185,nan,nan,-25332.24894,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24268.56807,-24114.0754,-24588.69883,nan,nan,-25332.24894,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24281.71477,-24118.52972,-24588.69883,nan,nan,-25300.2417,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24289.39651,-24118.52972,-24588.69883,nan,nan,-25300.2417,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24289.39651,-24130.71889,-24588.69883,nan,nan,-25300.2417,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24289.39651,-24130.71889,-24577.80537,nan,nan,-25300.2417,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24289.39651,-24153.31888,-24577.80537,nan,nan,-25353.73707,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24153.31888,-24577.80537,nan,nan,-25353.06096,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24153.31888,-24624.66891,nan,nan,-25353.06096,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24153.31888,-24624.66891,nan,nan,-25353.06096,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24153.31888,-24635.55148,nan,nan,-25318.73047,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24153.31888,-24635.55148,nan,nan,-25307.1133,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24153.31888,-24635.55148,nan,nan,-25307.1133,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24153.31888,-24615.00229,nan,nan,-25307.1133,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24271.47343,-24188.70277,-24615.00229,nan,nan,-25336.62972,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24330.79585,-24210.47927,-24615.00229,nan,nan,-25336.62972,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24330.79585,-24215.70316,-24615.00229,nan,nan,-25337.73271,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24330.79585,-24215.70316,-24615.00229,nan,nan,-25337.73271,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24330.79585,-24241.80081,-24620.34896,nan,nan,-25334.14818,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24620.34896,nan,nan,-25334.14818,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24565.57199,nan,nan,-25334.14818,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24565.57199,nan,nan,-25342.70544,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24526.82864,nan,nan,-25333.55369,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24526.82864,nan,nan,-25333.55369,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24526.82864,nan,nan,-25332.60229,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24540.92994,nan,nan,-25346.15513,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24342.7231,-24241.80081,-24540.92994,nan,nan,-25346.15513,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24310.01995,-24183.59951,-24540.92994,nan,nan,-25315.49282,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24310.01995,-24183.59951,-24540.92994,nan,nan,-25324.48189,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24310.01995,-24183.59951,-24522.30488,nan,nan,-25324.48189,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24310.01995,-24154.44867,-24522.30488,nan,nan,-25326.58445,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24274.20441,-24154.44867,-24522.30488,nan,nan,-25331.25005,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24274.20441,-24154.44867,-24472.41922,nan,nan,-25331.25005,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24274.20441,-24154.44867,-24472.41922,nan,nan,-25346.57965,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24274.20441,-24154.44867,-24425.45848,nan,nan,-25346.57965,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24274.20441,-24154.44867,-24425.45848,nan,nan,-25263.19413,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24274.20441,-24154.44867,-24425.45848,nan,nan,-25263.19413,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24274.20441,-24154.44867,-24379.91162,nan,nan,-25243.40014,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24270.89897,-24154.44867,-24379.91162,nan,nan,-25238.64725,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24258.66332,-24114.62832,-24379.91162,nan,nan,-25243.48714,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24258.66332,-24114.62832,-24379.91162,nan,nan,-25181.44143,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24258.66332,-24110.16584,-24379.91162,nan,nan,-25181.44143,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24258.66332,-24110.16584,-24382.58912,nan,nan,-25181.44143,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24263.42545,-24110.16584,-24328.17349,nan,nan,-25149.53413,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24263.42545,-24110.16584,-24328.17349,nan,nan,-25144.25301,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24263.42545,-24110.16584,-24328.17349,nan,nan,-25150.53319,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24263.42545,-24110.16584,-24318.39675,nan,nan,-25137.39508,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24263.42545,-24110.16584,-24318.39675,nan,nan,-25137.39508,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24263.42545,-24110.16584,-24275.24742,nan,nan,-25137.39508,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24272.68765,-24103.47505,-24275.24742,nan,nan,-25159.8131,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24272.68765,-24103.47505,-24275.24742,nan,nan,-25145.44126,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24267.43804,-24088.36955,-24275.24742,nan,nan,-25115.23518,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24267.43804,-24088.36955,-24275.24742,nan,nan,-25134.26364,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24267.43804,-24087.42673,-24275.24742,nan,nan,-25134.26364,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24324.61322,-24087.42673,-24275.24742,nan,nan,-25134.26364,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24324.61322,-24087.42673,-24261.43563,nan,nan,-25099.01518,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24324.61322,-24087.42673,-24261.43563,nan,nan,-25081.70889,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24324.61322,-24087.42673,-24261.43563,nan,nan,-25098.3525,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24324.61322,-24087.42673,-24205.2042,nan,nan,-25057.02996,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24324.61322,-24087.42673,-24205.2042,nan,nan,-25057.02996,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.94117,-24087.42673,-24205.2042,nan,nan,-25057.02996,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.94117,-24087.42673,-24155.54769,nan,nan,-25037.64653,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24348.29024,-24109.31784,-24155.54769,nan,nan,-24981.53586,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24348.29024,-24109.31784,-24155.54769,nan,nan,-24981.53586,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24348.29024,-24109.31784,-24155.54769,nan,nan,-24976.912,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24332.10136,-24109.31784,-24155.54769,nan,nan,-24976.912,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24374.42466,-24128.18181,-24104.96449,nan,nan,-24993.253,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24374.42466,-24128.18181,-24104.96449,nan,nan,-24993.253,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24374.42466,-24128.18181,-24121.29454,nan,nan,-24992.22247,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24374.42466,-24128.18181,-24121.29454,nan,nan,-25029.29633,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24374.42466,-24128.18181,-24132.39375,nan,nan,-25029.29633,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24374.42466,-24128.18181,-24132.39375,nan,nan,-25013.75189,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24349.21909,-24128.18181,-24108.19058,nan,nan,-25028.00931,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24349.87633,-24074.49194,-24108.19058,nan,nan,-25028.00931,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24349.87633,-24063.39512,-24108.19058,nan,nan,-25028.00931,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24349.87633,-24063.39512,-24108.19058,nan,nan,-25031.96714,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24349.87633,-24110.93479,-24108.19058,nan,nan,-25046.01568,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.37612,-24075.48449,-24108.19058,nan,nan,-25059.38706,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.37612,-24075.48449,-24097.6173,nan,nan,-25059.38706,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24371.84828,-24075.48449,-24097.6173,nan,nan,-25031.72092,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24371.84828,-24075.48449,-24098.74929,nan,nan,-25031.72092,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24371.84828,-24075.48449,-24098.74929,nan,nan,-25018.42336,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24371.84828,-24075.48449,-24098.74929,nan,nan,-24989.90101,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24358.43245,-24075.48449,-24102.37551,nan,nan,-24991.21102,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24358.43245,-24075.48449,-24058.72342,nan,nan,-24991.21102,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24358.43245,-24066.90876,-24058.72342,nan,nan,-24991.21102,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24344.70236,-24119.48727,-24058.72342,nan,nan,-25031.84445,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24344.70236,-24119.48727,-24058.72342,nan,nan,-25043.66819,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24344.70236,-24157.95922,-24058.72342,nan,nan,-25029.62878,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24330.24268,-24157.95922,-24058.72342,nan,nan,-25010.59509,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24304.14199,-24172.69284,-24020.99464,nan,nan,-25010.59509,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24304.14199,-24172.69284,-23950.00755,nan,nan,-25010.59509,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24304.14199,-24172.69284,-23950.00755,nan,nan,-24982.05653,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24304.14199,-24172.69284,-23950.00755,nan,nan,-25008.2548,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24304.14199,-24172.69284,-23950.00755,nan,nan,-24984.49959,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24253.5567,-24172.69284,-23947.85129,nan,nan,-24967.67051,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24253.5567,-24172.69284,-23931.12535,nan,nan,-24967.67051,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24220.98964,-24152.13796,-23931.12535,nan,nan,-24967.67051,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24220.98964,-24150.45614,-23931.12535,nan,nan,-24950.36532,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24220.98964,-24150.45614,-23931.12535,nan,nan,-24963.32098,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24220.98964,-24151.30936,-23931.12535,nan,nan,-24963.32098,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24220.98964,-24142.2158,-23931.12535,nan,nan,-25010.43634,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24210.24504,-24142.2158,-23959.71913,nan,nan,-25010.43634,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24205.17979,-24142.2158,-23971.99029,nan,nan,-25010.43634,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24205.17979,-24142.2158,-23971.99029,nan,nan,-24988.59774,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24205.17979,-24142.2158,-23971.99029,nan,nan,-24987.93176,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24171.45812,-24142.2158,-23971.99029,nan,nan,-24987.93176,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24171.45812,-24142.2158,-23958.00684,nan,nan,-25041.58595,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24171.45812,-24142.2158,-23885.06794,nan,nan,-25041.58595,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24178.24458,-24161.66847,-23885.06794,nan,nan,-25041.58595,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24178.24458,-24188.38106,-23885.06794,nan,nan,-25071.44803,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24178.24458,-24203.43918,-23885.06794,nan,nan,-25071.44803,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24178.24458,-24203.43918,-23885.06794,nan,nan,-25095.93281,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24178.24458,-24203.43918,-23885.06794,nan,nan,-25061.13082,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24177.77285,-24207.42419,-23908.87825,nan,nan,-25077.18408,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24177.77285,-24207.42419,-23901.95276,nan,nan,-25077.18408,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24214.78775,-24207.42419,-23901.95276,nan,nan,-25077.18408,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24214.78775,-24207.42419,-23901.95276,nan,nan,-25109.26937,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24148.28798,-24207.42419,-23901.95276,nan,nan,-25079.83048,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24148.28798,-24207.42419,-23931.02139,nan,nan,-25079.83048,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24148.28798,-24207.42419,-23931.02139,nan,nan,-25133.63375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24148.28798,-24207.42419,-23931.02139,nan,nan,-25133.63375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24127.23858,-24255.88815,-23931.02139,nan,nan,-25133.63375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24127.23858,-24255.88815,-23931.02139,nan,nan,-25133.63375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24127.23858,-24255.88815,-23931.02139,nan,nan,-25080.60363,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24127.23858,-24256.75024,-23926.00527,nan,nan,-25080.60363,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24104.59613,-24256.75024,-23934.76434,nan,nan,-25100.3871,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24104.59613,-24256.75024,-23934.76434,nan,nan,-25100.3871,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24086.05665,-24256.75024,-23934.76434,nan,nan,-25100.3871,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24036.04531,-24256.75024,-23934.76434,nan,nan,-25100.3871,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24036.04531,-24256.75024,-23913.12919,nan,nan,-25100.3871,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24036.04531,-24256.75024,-23913.12919,nan,nan,-25069.36245,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24036.04531,-24256.75024,-23913.12919,nan,nan,-25069.36245,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24025.29451,-24256.75024,-23913.12919,nan,nan,-25069.36245,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24025.29451,-24202.21662,-23913.12919,nan,nan,-25051.11231,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24025.29451,-24202.21662,-23913.12919,nan,nan,-25059.38615,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24025.29451,-24202.21662,-23913.12919,nan,nan,-25059.38615,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24025.29451,-24202.21662,-23865.67431,nan,nan,-25031.32837,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24016.54163,-24229.59024,-23865.67431,nan,nan,-25047.30764,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24016.54163,-24229.59024,-23853.18247,nan,nan,-25047.30764,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23983.97275,-24229.59024,-23853.18247,nan,nan,-24999.89528,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23973.04928,-24229.59024,-23853.18247,nan,nan,-25012.99746,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23973.04928,-24229.59024,-23873.97142,nan,nan,-25012.99746,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23973.04928,-24229.59024,-23873.97142,nan,nan,-25012.99746,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23973.04928,-24229.59024,-23873.97142,nan,nan,-25026.95375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23955.98703,-24220.93872,-23873.97142,nan,nan,-25026.95375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23955.98703,-24205.18117,-23873.97142,nan,nan,-25027.22607,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23955.98703,-24200.08498,-23873.97142,nan,nan,-25027.22607,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23955.98703,-24200.08498,-23936.61647,nan,nan,-25027.22607,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23955.98703,-24200.08498,-23896.92877,nan,nan,-25027.22607,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23981.40254,-24196.00299,-23896.92877,nan,nan,-25027.22607,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23981.40254,-24196.00299,-23896.92877,nan,nan,-25027.22607,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23993.9822,-24196.00299,-23872.00961,nan,nan,-24998.28658,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24023.85091,-24196.00299,-23872.00961,nan,nan,-24946.55466,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24023.85091,-24196.00299,-23890.26982,nan,nan,-24946.55466,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24023.85091,-24196.00299,-23890.26982,nan,nan,-24946.55466,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24023.85091,-24196.00299,-23890.26982,nan,nan,-24957.56533,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24019.40802,-24206.50178,-23890.26982,nan,nan,-24957.56533,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24019.40802,-24240.14716,-23890.26982,nan,nan,-24957.56533,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24019.40802,-24240.14716,-23890.26982,nan,nan,-24952.65257,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24019.40802,-24240.14716,-23890.26982,nan,nan,-24952.65257,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24019.40802,-24228.88341,-23911.20434,nan,nan,-24952.65257,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23990.70452,-24228.88341,-23982.5453,nan,nan,-24975.37954,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23979.46548,-24228.88341,-23982.5453,nan,nan,-24975.37954,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23979.46548,-24228.88341,-23983.92286,nan,nan,-24975.37954,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23979.46548,-24228.88341,-23983.92286,nan,nan,-24989.28131,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23968.33063,-24228.88341,-24001.98574,nan,nan,-25034.47958,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23968.33063,-24228.88341,-24001.98574,nan,nan,-25034.47958,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23968.33063,-24189.33395,-24001.98574,nan,nan,-25025.8912,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.45628,-24191.13395,-24001.98574,nan,nan,-24976.30067,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.45628,-24191.13395,-24001.98574,nan,nan,-24976.30067,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.45628,-24191.13395,-24001.98574,nan,nan,-24972.8924,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.45628,-24151.10353,-24018.15045,nan,nan,-25004.99273,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.45628,-24151.10353,-24018.15045,nan,nan,-25004.99273,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.45628,-24151.10353,-24035.48319,nan,nan,-25016.96584,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23973.98945,-24151.10353,-23992.95286,nan,nan,-25041.81575,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23973.98945,-24151.10353,-23992.95286,nan,nan,-25041.81575,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23973.98945,-24151.10353,-23992.95286,nan,nan,-25041.81575,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23985.66046,-24151.10353,-24038.11809,nan,nan,-25025.98783,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23985.66046,-24146.02044,-24038.11809,nan,nan,-25025.98783,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23985.66046,-24146.02044,-24038.11809,nan,nan,-25025.98783,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.40755,-24158.08476,-24038.11809,nan,nan,-25074.55135,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.40755,-24158.08476,-24038.11809,nan,nan,-25063.86531,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.40755,-24128.1358,-24038.11809,nan,nan,-25063.86531,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.40755,-24128.1358,-23984.40986,nan,nan,-25079.24685,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.40755,-24128.1358,-23984.40986,nan,nan,-25079.24685,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23935.40755,-24128.1358,-23967.10298,nan,nan,-25079.24685,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23932.41197,-24128.1358,-23967.10298,nan,nan,-25079.24685,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23932.41197,-24128.1358,-23949.26633,nan,nan,-25058.6137,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23926.72215,-24128.1358,-23949.26633,nan,nan,-25078.13341,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
